Time Period Start Date,Indicator,Group,Subgroup,State,Value,LowCI,HighCI
07-08-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,33.31,29.7,37.97
07-08-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,33.47,30.08,35.02
07-08-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,37.51,35.66,41.49
07-08-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,28.08,23.16,31.88
07-08-2022,Received Counseling or Therapy,By Age,65+,USA,36.42,35.12,39.98
14-08-2022,Took Prescription Medication for Mental Health,By State,All,California,13.49,8.76,15.11
14-08-2022,Received Counseling or Therapy,By State,All,California,13.3,8.56,17.13
14-08-2022,Took Prescription Medication for Mental Health,By State,All,Texas,37.85,33.31,40.53
14-08-2022,Received Counseling or Therapy,By State,All,Texas,37.7,33.8,39.26
14-08-2022,Took Prescription Medication for Mental Health,By State,All,Florida,27.23,22.37,29.77
14-08-2022,Received Counseling or Therapy,By State,All,Florida,27.2,23.41,30.67
14-08-2022,Took Prescription Medication for Mental Health,By State,All,New York,27.5,23.18,29.1
14-08-2022,Received Counseling or Therapy,By State,All,New York,35.73,34.33,38.62
14-08-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,27.02,22.09,28.11
14-08-2022,Received Counseling or Therapy,By State,All,Illinois,21.9,19.51,23.26
14-08-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,18.62,15.12,20.77
14-08-2022,Received Counseling or Therapy,National Estimate,All,USA,34.24,33.09,37.09
14-08-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,24.95,23.4,29.43
14-08-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,16.7,12.3,20.16
14-08-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,18.26,16.01,23.15
14-08-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,33.2,28.4,36.87
14-08-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,25.85,22.1,30.27
14-08-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,22.35,20.31,24.77
14-08-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,16.8,13.28,20.62
14-08-2022,Received Counseling or Therapy,By Age,65+,USA,24.84,22.43,26.68
21-08-2022,Took Prescription Medication for Mental Health,By State,All,California,14.44,11.32,19.07
21-08-2022,Received Counseling or Therapy,By State,All,California,33.25,31.61,37.79
21-08-2022,Took Prescription Medication for Mental Health,By State,All,Texas,11.94,8.86,15.5
21-08-2022,Received Counseling or Therapy,By State,All,Texas,24.01,21.95,25.93
21-08-2022,Took Prescription Medication for Mental Health,By State,All,Florida,28.2,25.64,29.67
21-08-2022,Received Counseling or Therapy,By State,All,Florida,21.56,19.24,25.48
21-08-2022,Took Prescription Medication for Mental Health,By State,All,New York,15.58,13.6,19.36
21-08-2022,Received Counseling or Therapy,By State,All,New York,21.82,18.15,22.97
21-08-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,29.84,25.81,31.39
21-08-2022,Received Counseling or Therapy,By State,All,Illinois,16.24,12.42,18.61
21-08-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,22.57,19.74,24.15
21-08-2022,Received Counseling or Therapy,National Estimate,All,USA,21.61,18.09,25.28
21-08-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,11.04,6.78,12.47
21-08-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,13.34,10.92,17.25
21-08-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,39.36,34.55,43.99
21-08-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,31.02,28.66,33.67
21-08-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,28.99,26.27,31.22
21-08-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,38.97,35.78,41.6
21-08-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,38.92,36.93,41.31
21-08-2022,Received Counseling or Therapy,By Age,65+,USA,22.36,19.51,25.04
28-08-2022,Took Prescription Medication for Mental Health,By State,All,California,16.23,11.66,20.85
28-08-2022,Received Counseling or Therapy,By State,All,California,27.7,23.54,30.43
28-08-2022,Took Prescription Medication for Mental Health,By State,All,Texas,39.26,37.85,41.94
28-08-2022,Received Counseling or Therapy,By State,All,Texas,29.35,26.59,30.49
28-08-2022,Took Prescription Medication for Mental Health,By State,All,Florida,12.85,10.89,13.88
28-08-2022,Received Counseling or Therapy,By State,All,Florida,34.41,32.72,38.69
28-08-2022,Took Prescription Medication for Mental Health,By State,All,New York,32.97,28.1,37.7
28-08-2022,Received Counseling or Therapy,By State,All,New York,10.23,9.16,13.16
28-08-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,26.06,22.14,27.21
28-08-2022,Received Counseling or Therapy,By State,All,Illinois,18.9,14.56,19.95
28-08-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,21.53,19.99,24.26
28-08-2022,Received Counseling or Therapy,National Estimate,All,USA,22.36,18.79,25.5
28-08-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,14.23,11.66,16.91
28-08-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,38.98,35,40.7
28-08-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,35.3,32.02,38.79
28-08-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,36.36,31.76,39.65
28-08-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,13.14,9.79,17.96
28-08-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,16.97,12.3,19.97
28-08-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,21.39,18.37,24.75
28-08-2022,Received Counseling or Therapy,By Age,65+,USA,33.93,29.13,38.75
04-09-2022,Took Prescription Medication for Mental Health,By State,All,California,31.42,27.03,34.72
04-09-2022,Received Counseling or Therapy,By State,All,California,12.97,10.88,15.49
04-09-2022,Took Prescription Medication for Mental Health,By State,All,Texas,37.88,34.58,40.74
04-09-2022,Received Counseling or Therapy,By State,All,Texas,11.6,8.47,13.53
04-09-2022,Took Prescription Medication for Mental Health,By State,All,Florida,27.05,25.37,30.09
04-09-2022,Received Counseling or Therapy,By State,All,Florida,38.11,34.15,41.68
04-09-2022,Took Prescription Medication for Mental Health,By State,All,New York,32.05,30.86,34.35
04-09-2022,Received Counseling or Therapy,By State,All,New York,23.95,20.48,26.35
04-09-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,27.03,23.24,29.48
04-09-2022,Received Counseling or Therapy,By State,All,Illinois,19.41,17.32,20.43
04-09-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,32.67,30.98,34.26
04-09-2022,Received Counseling or Therapy,National Estimate,All,USA,16.69,14.7,20.35
04-09-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,37.81,33.65,41.63
04-09-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,10.3,6.12,11.42
04-09-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,36.97,32.85,38.29
04-09-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,31.71,30.53,33.94
04-09-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,10.17,6.26,14.81
04-09-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,18.94,17.54,20.94
04-09-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,21.24,19.72,24.6
04-09-2022,Received Counseling or Therapy,By Age,65+,USA,21.09,17.86,23.4
11-09-2022,Took Prescription Medication for Mental Health,By State,All,California,21.52,18.16,23.44
11-09-2022,Received Counseling or Therapy,By State,All,California,33.96,29.49,37.83
11-09-2022,Took Prescription Medication for Mental Health,By State,All,Texas,14.75,11.7,15.99
11-09-2022,Received Counseling or Therapy,By State,All,Texas,26.48,21.75,29.75
11-09-2022,Took Prescription Medication for Mental Health,By State,All,Florida,20.56,18.09,24.94
11-09-2022,Received Counseling or Therapy,By State,All,Florida,13.49,11.63,15.26
11-09-2022,Took Prescription Medication for Mental Health,By State,All,New York,32.57,28.94,34.2
11-09-2022,Received Counseling or Therapy,By State,All,New York,10.74,6.31,13.64
11-09-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,29.31,26.47,32.94
11-09-2022,Received Counseling or Therapy,By State,All,Illinois,21.75,19.35,26.49
11-09-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,26.94,25.03,29.79
11-09-2022,Received Counseling or Therapy,National Estimate,All,USA,20.54,19.14,21.71
11-09-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,20.16,15.81,22.28
11-09-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,29.16,26.62,31.19
11-09-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,13.86,11.27,16.74
11-09-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,33.63,28.63,35.99
11-09-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,27.4,25.76,32.13
11-09-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,20.12,18.22,21.7
11-09-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,36.65,32.26,40.05
11-09-2022,Received Counseling or Therapy,By Age,65+,USA,36.33,33.47,39.15
18-09-2022,Took Prescription Medication for Mental Health,By State,All,California,23.11,20.38,25.87
18-09-2022,Received Counseling or Therapy,By State,All,California,17.19,12.64,20.47
18-09-2022,Took Prescription Medication for Mental Health,By State,All,Texas,29.29,25.62,31.38
18-09-2022,Received Counseling or Therapy,By State,All,Texas,28.29,26.64,32.53
18-09-2022,Took Prescription Medication for Mental Health,By State,All,Florida,29.22,26.18,30.93
18-09-2022,Received Counseling or Therapy,By State,All,Florida,39.25,37.92,43.84
18-09-2022,Took Prescription Medication for Mental Health,By State,All,New York,26.26,22.35,28.73
18-09-2022,Received Counseling or Therapy,By State,All,New York,33.33,32.25,34.96
18-09-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,38.13,34.81,40.19
18-09-2022,Received Counseling or Therapy,By State,All,Illinois,32.53,27.97,34.27
18-09-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,15.21,11.73,18.54
18-09-2022,Received Counseling or Therapy,National Estimate,All,USA,18.44,17.24,20.78
18-09-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,24.05,21.5,27.88
18-09-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,12.75,10.83,16.47
18-09-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,14.75,12.69,19.52
18-09-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,20.26,15.4,24.43
18-09-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,20.31,19.02,22.75
18-09-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,24.62,23.1,26.66
18-09-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,23.77,21.42,26.33
18-09-2022,Received Counseling or Therapy,By Age,65+,USA,37.29,34.81,39.19
25-09-2022,Took Prescription Medication for Mental Health,By State,All,California,32.4,30.05,35.83
25-09-2022,Received Counseling or Therapy,By State,All,California,13.19,9.57,17.53
25-09-2022,Took Prescription Medication for Mental Health,By State,All,Texas,19.38,14.81,22.19
25-09-2022,Received Counseling or Therapy,By State,All,Texas,12.45,10.38,17.28
25-09-2022,Took Prescription Medication for Mental Health,By State,All,Florida,36.16,34.23,37.39
25-09-2022,Received Counseling or Therapy,By State,All,Florida,20.42,18.19,24.47
25-09-2022,Took Prescription Medication for Mental Health,By State,All,New York,25.23,20.7,27.45
25-09-2022,Received Counseling or Therapy,By State,All,New York,11.49,7.11,15.15
25-09-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,20.93,18.08,24
25-09-2022,Received Counseling or Therapy,By State,All,Illinois,18.67,14.98,19.92
25-09-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,28.55,25.47,30.65
25-09-2022,Received Counseling or Therapy,National Estimate,All,USA,21.8,17.9,24.26
25-09-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,35.78,34.31,37.14
25-09-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,24.72,22.78,29.21
25-09-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,31.64,27.17,35.34
25-09-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,10.82,5.93,12.28
25-09-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,15.29,10.5,16.9
25-09-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,13.55,9.45,17.88
25-09-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,17.33,15,19.62
25-09-2022,Received Counseling or Therapy,By Age,65+,USA,17.35,15.79,22.13
02-10-2022,Took Prescription Medication for Mental Health,By State,All,California,33.18,31.71,34.86
02-10-2022,Received Counseling or Therapy,By State,All,California,31.81,29.6,33.79
02-10-2022,Took Prescription Medication for Mental Health,By State,All,Texas,32.29,27.85,34.68
02-10-2022,Received Counseling or Therapy,By State,All,Texas,12.46,10.71,14.92
02-10-2022,Took Prescription Medication for Mental Health,By State,All,Florida,30.77,27.18,35.19
02-10-2022,Received Counseling or Therapy,By State,All,Florida,25.13,23.14,28.53
02-10-2022,Took Prescription Medication for Mental Health,By State,All,New York,27.28,24.03,30.42
02-10-2022,Received Counseling or Therapy,By State,All,New York,38.36,34.94,41.55
02-10-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,19.69,18.65,22.45
02-10-2022,Received Counseling or Therapy,By State,All,Illinois,33.32,32.22,36.04
02-10-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,22.01,19.52,25.72
02-10-2022,Received Counseling or Therapy,National Estimate,All,USA,17.83,15.99,18.88
02-10-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,18.18,16.45,22.27
02-10-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,16.56,12.27,20.53
02-10-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,20.52,16.77,24.91
02-10-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,17.14,15.79,18.32
02-10-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,11.17,9.18,14.55
02-10-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,20.77,18.56,22.9
02-10-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,31.05,27.71,35.63
02-10-2022,Received Counseling or Therapy,By Age,65+,USA,25.5,24.25,28.64
09-10-2022,Took Prescription Medication for Mental Health,By State,All,California,13.78,9.73,16.53
09-10-2022,Received Counseling or Therapy,By State,All,California,32.47,27.72,35.07
09-10-2022,Took Prescription Medication for Mental Health,By State,All,Texas,25.5,21.55,26.77
09-10-2022,Received Counseling or Therapy,By State,All,Texas,10.64,6.53,14.43
09-10-2022,Took Prescription Medication for Mental Health,By State,All,Florida,28.99,26.09,31.96
09-10-2022,Received Counseling or Therapy,By State,All,Florida,39,34.22,40.04
09-10-2022,Took Prescription Medication for Mental Health,By State,All,New York,32.45,31.39,36.81
09-10-2022,Received Counseling or Therapy,By State,All,New York,14.75,10.06,17.32
09-10-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,36.1,34.17,40.86
09-10-2022,Received Counseling or Therapy,By State,All,Illinois,19.33,16.59,24.2
09-10-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,33.09,29.5,35.98
09-10-2022,Received Counseling or Therapy,National Estimate,All,USA,27.21,24.28,28.84
09-10-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,14.14,11.22,16.06
09-10-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,20.95,19.14,24.63
09-10-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,27.98,24.73,32.56
09-10-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,28.22,23.68,32.94
09-10-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,29.01,27.85,32.17
09-10-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,12.35,9.19,16.66
09-10-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,37.1,34.63,38.61
09-10-2022,Received Counseling or Therapy,By Age,65+,USA,24.96,22.72,27.22
16-10-2022,Took Prescription Medication for Mental Health,By State,All,California,23.1,19.4,24.65
16-10-2022,Received Counseling or Therapy,By State,All,California,18.21,14.1,20.89
16-10-2022,Took Prescription Medication for Mental Health,By State,All,Texas,21.29,18.43,24.65
16-10-2022,Received Counseling or Therapy,By State,All,Texas,26.71,24.57,31.08
16-10-2022,Took Prescription Medication for Mental Health,By State,All,Florida,10.29,6.6,13.48
16-10-2022,Received Counseling or Therapy,By State,All,Florida,19.41,17.65,23.09
16-10-2022,Took Prescription Medication for Mental Health,By State,All,New York,21.67,19.8,26.35
16-10-2022,Received Counseling or Therapy,By State,All,New York,22.98,21.13,27.73
16-10-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,24.65,23.33,29.54
16-10-2022,Received Counseling or Therapy,By State,All,Illinois,26.06,23.66,29.93
16-10-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,16.96,14.18,18.36
16-10-2022,Received Counseling or Therapy,National Estimate,All,USA,16.86,12.86,18.41
16-10-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,37.85,36.15,40.73
16-10-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,18.47,14.28,20.56
16-10-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,29.92,26.11,32.12
16-10-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,31.96,29.08,35.51
16-10-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,38.87,37.86,41.34
16-10-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,20.84,19.22,22.44
16-10-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,29.21,24.21,33.34
16-10-2022,Received Counseling or Therapy,By Age,65+,USA,24.25,20.21,28.26
23-10-2022,Took Prescription Medication for Mental Health,By State,All,California,25.5,21.15,27.69
23-10-2022,Received Counseling or Therapy,By State,All,California,14.52,12.02,15.92
23-10-2022,Took Prescription Medication for Mental Health,By State,All,Texas,31.07,26.5,34.38
23-10-2022,Received Counseling or Therapy,By State,All,Texas,10.75,6.28,12.33
23-10-2022,Took Prescription Medication for Mental Health,By State,All,Florida,10.73,7.41,13.51
23-10-2022,Received Counseling or Therapy,By State,All,Florida,27.67,23.87,30.72
23-10-2022,Took Prescription Medication for Mental Health,By State,All,New York,26.58,23.86,31.42
23-10-2022,Received Counseling or Therapy,By State,All,New York,13.57,11.36,17.12
23-10-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,15.36,14.15,19.39
23-10-2022,Received Counseling or Therapy,By State,All,Illinois,10.14,6.17,13.54
23-10-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,17.2,14.11,20.62
23-10-2022,Received Counseling or Therapy,National Estimate,All,USA,32.94,31.3,36.59
23-10-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,21.91,17.99,25.95
23-10-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,25.42,22.31,26.92
23-10-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,24.26,20.73,25.73
23-10-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,35.05,33.02,39.63
23-10-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,13.73,9.45,15.9
23-10-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,15.19,13.45,18.12
23-10-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,10.56,8.54,11.84
23-10-2022,Received Counseling or Therapy,By Age,65+,USA,22.05,20.76,24.97
30-10-2022,Took Prescription Medication for Mental Health,By State,All,California,11.54,9.87,13.15
30-10-2022,Received Counseling or Therapy,By State,All,California,39.79,35.97,44.27
30-10-2022,Took Prescription Medication for Mental Health,By State,All,Texas,24.98,19.98,28.25
30-10-2022,Received Counseling or Therapy,By State,All,Texas,35.22,32.01,36.26
30-10-2022,Took Prescription Medication for Mental Health,By State,All,Florida,15.73,13.63,17.76
30-10-2022,Received Counseling or Therapy,By State,All,Florida,24.14,22.98,25.76
30-10-2022,Took Prescription Medication for Mental Health,By State,All,New York,18.28,15.72,22.14
30-10-2022,Received Counseling or Therapy,By State,All,New York,28.6,26.95,33.54
30-10-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,30.35,26.63,32.08
30-10-2022,Received Counseling or Therapy,By State,All,Illinois,33.82,32.64,35.34
30-10-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,15.46,11.77,16.97
30-10-2022,Received Counseling or Therapy,National Estimate,All,USA,29.84,26.98,33.54
30-10-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,34.52,32.03,37.71
30-10-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,12.13,9.97,13.97
30-10-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,37.44,36.23,39.79
30-10-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,26.94,24.53,30.1
30-10-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,20.23,15.54,23.23
30-10-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,10.66,7.8,14.88
30-10-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,10.74,9.37,12.74
30-10-2022,Received Counseling or Therapy,By Age,65+,USA,32.88,30.92,35.53
06-11-2022,Took Prescription Medication for Mental Health,By State,All,California,39.16,35.13,41.84
06-11-2022,Received Counseling or Therapy,By State,All,California,16.87,11.89,21.76
06-11-2022,Took Prescription Medication for Mental Health,By State,All,Texas,25.39,23.04,26.58
06-11-2022,Received Counseling or Therapy,By State,All,Texas,34.41,31.8,37.97
06-11-2022,Took Prescription Medication for Mental Health,By State,All,Florida,39.93,35.88,44.14
06-11-2022,Received Counseling or Therapy,By State,All,Florida,15.81,12.57,18.78
06-11-2022,Took Prescription Medication for Mental Health,By State,All,New York,11.66,9.74,14.32
06-11-2022,Received Counseling or Therapy,By State,All,New York,33.2,30.66,35.32
06-11-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,22.8,20.94,24.97
06-11-2022,Received Counseling or Therapy,By State,All,Illinois,23.98,19.57,28.5
06-11-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,34.31,31.09,37.99
06-11-2022,Received Counseling or Therapy,National Estimate,All,USA,30.22,27.38,33.24
06-11-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,25.64,22.6,27.52
06-11-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,17.89,16.5,19.17
06-11-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,30.82,29.06,35.73
06-11-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,14.27,12.74,15.69
06-11-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,16.02,11.64,20.68
06-11-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,26.61,22.54,30.67
06-11-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,32.94,29.34,36.22
06-11-2022,Received Counseling or Therapy,By Age,65+,USA,20.91,19.36,25.5
13-11-2022,Took Prescription Medication for Mental Health,By State,All,California,19.26,17.26,20.56
13-11-2022,Received Counseling or Therapy,By State,All,California,20.16,15.48,23.66
13-11-2022,Took Prescription Medication for Mental Health,By State,All,Texas,37.47,35.64,40.4
13-11-2022,Received Counseling or Therapy,By State,All,Texas,16.59,12.7,18.7
13-11-2022,Took Prescription Medication for Mental Health,By State,All,Florida,39.16,37.53,42.47
13-11-2022,Received Counseling or Therapy,By State,All,Florida,30.66,27.14,32.79
13-11-2022,Took Prescription Medication for Mental Health,By State,All,New York,35.45,32.99,37.8
13-11-2022,Received Counseling or Therapy,By State,All,New York,24.31,23.16,25.94
13-11-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,25.53,22.42,30.52
13-11-2022,Received Counseling or Therapy,By State,All,Illinois,38.48,33.76,40.14
13-11-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,17.35,16.04,20.75
13-11-2022,Received Counseling or Therapy,National Estimate,All,USA,32.22,29.35,33.87
13-11-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,28.23,23.54,32.61
13-11-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,18.94,16.39,22.25
13-11-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,17.91,15.77,20.18
13-11-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,39.3,34.92,41.89
13-11-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,14.79,13.74,19.72
13-11-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,26.4,24.15,27.93
13-11-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,38.89,36.97,40.46
13-11-2022,Received Counseling or Therapy,By Age,65+,USA,12.78,10.84,17.31
20-11-2022,Took Prescription Medication for Mental Health,By State,All,California,30.51,26.85,32.42
20-11-2022,Received Counseling or Therapy,By State,All,California,31.95,27.48,36.68
20-11-2022,Took Prescription Medication for Mental Health,By State,All,Texas,20.13,17.43,22.48
20-11-2022,Received Counseling or Therapy,By State,All,Texas,20.82,16.74,25.61
20-11-2022,Took Prescription Medication for Mental Health,By State,All,Florida,15.83,12.45,19.16
20-11-2022,Received Counseling or Therapy,By State,All,Florida,29.46,26.68,34.14
20-11-2022,Took Prescription Medication for Mental Health,By State,All,New York,39.79,38.48,41.99
20-11-2022,Received Counseling or Therapy,By State,All,New York,25.57,23.38,27.24
20-11-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,13.1,11.75,17.6
20-11-2022,Received Counseling or Therapy,By State,All,Illinois,10.89,9.37,14.46
20-11-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,17.54,16.12,19.51
20-11-2022,Received Counseling or Therapy,National Estimate,All,USA,34.39,32.09,36
20-11-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,21.76,17.66,24.22
20-11-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,12.71,9.9,17.64
20-11-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,23.87,19.53,26.84
20-11-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,27.7,25.12,32.43
20-11-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,25,21.49,28.89
20-11-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,22.87,21.63,26.13
20-11-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,33.1,30.35,35.83
20-11-2022,Received Counseling or Therapy,By Age,65+,USA,39.26,34.66,40.73
27-11-2022,Took Prescription Medication for Mental Health,By State,All,California,19.71,15.88,23.74
27-11-2022,Received Counseling or Therapy,By State,All,California,12.56,10.62,13.99
27-11-2022,Took Prescription Medication for Mental Health,By State,All,Texas,35.95,34.12,38.68
27-11-2022,Received Counseling or Therapy,By State,All,Texas,11.4,6.57,14
27-11-2022,Took Prescription Medication for Mental Health,By State,All,Florida,38.28,35.46,41.15
27-11-2022,Received Counseling or Therapy,By State,All,Florida,12.6,10.17,14.61
27-11-2022,Took Prescription Medication for Mental Health,By State,All,New York,37.35,34.22,38.4
27-11-2022,Received Counseling or Therapy,By State,All,New York,23.63,19.09,25.85
27-11-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,14.82,10.72,15.88
27-11-2022,Received Counseling or Therapy,By State,All,Illinois,28.79,27.47,31.39
27-11-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,25.51,22.38,29.34
27-11-2022,Received Counseling or Therapy,National Estimate,All,USA,32.72,28.9,33.94
27-11-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,17.72,14.6,19.69
